region	country	lat	lng
Bandung Kota	Indonesia	-6.917463900000001	107.61912279999999
Bandung Selatan	Indonesia	-6.9557571	107.6304105
Bandung Timur	Indonesia	-6.917463900000001	107.61912279999999
Bantul	Indonesia	-7.874817599999999	110.3255365
Baturiti - Tabanan - Bali	Indonesia	-8.3397885	115.1770586
Baturiti_Tabanan_Bali	Indonesia	-8.3397885	115.1770586
Bekasi	Indonesia	-6.2382699	106.9755726
Blitar	Indonesia	-8.095462699999999	112.16090559999999
Bogor	Indonesia	-6.5971468999999985	106.80603880000001
Bogor Barat	Indonesia	-6.572861899999999	106.76474750000001
Bogor Selatan	Indonesia	-6.642821400000001	106.82373740000001
Bogor Utara	Indonesia	-6.5708376999999984	106.82373740000001
CILACAP	Indonesia	-7.6178095999999975	108.90268300000001
Ciamis	Indonesia	-7.332077300000001	108.34925430000001
Cianjur	Indonesia	-6.8168237000000005	107.1425442
Cibubur	Indonesia	-6.356087199999998	106.879792
Cikarang	Indonesia	-6.3079231999999985	107.17208500000001
Cilegon	Indonesia	-6.0025343	106.0111203
Cirebon	Indonesia	-6.7320229000000005	108.55231640000001
Denpasar	Indonesia	-8.670458199999999	115.2126293
Depok	Indonesia	-6.4024844000000005	106.7942405
Dompu	Indonesia	-8.536395800000001	118.34619479999999
Donomulyo	Indonesia	-8.321969500000002	112.40530459999998
Ende	Indonesia	-8.854053	121.654198
Garut	Indonesia	-7.2512159999999986	107.9235563
Gianyar	Indonesia	-8.4248244	115.2600506
Indramayu	Indonesia	-6.3373099999999996	108.32583290000001
Jakarta	Indonesia	-6.17511	106.86503950000001
Java	Indonesia	-7.6145292000000016	110.7122465
Jember	Indonesia	-8.1844859	113.66807469999999
Karanganyar	Indonesia	-7.6387228	111.0460407
Kediri	Indonesia	-7.848015599999999	112.01782859999999
Kefamenanu	Indonesia	-9.4442228	124.4780429
Kendal	Indonesia	-7.026544199999999	110.1879106
Klaten	Indonesia	-7.657893	110.6645683
Kuantan	Indonesia	3.7633859	103.2201828
Kudus	Indonesia	-6.772618599999999	110.87913429999999
Kupang	Indonesia	-10.1771997	123.60703290000002
Kupang, East Nusa Tenggara	Indonesia	-10.1771997	123.60703290000002
Lampung	Indonesia	-4.5585849000000005	105.40680790000002
Lampung Tengah	Indonesia	-4.8008086	105.3131185
Larantuka, East Nusa Tenggara	Indonesia	-8.3288444	122.94940090000001
Lebak	Indonesia	-6.564395600000001	106.25221429999999
Lombok	Indonesia	-8.650979	116.32494380000001
Lombok Timur	Indonesia	-8.513447099999999	116.5609857
Lumajang	Indonesia	-8.0943571	113.1441558
Madiun	Indonesia	-7.6310587	111.5300159
Magelang	Indonesia	-7.4797341999999984	110.21769409999999
Majalengka	Indonesia	-6.7790605	108.28520490000001
Malang	Indonesia	-7.9666204	112.6326321
Manokwari	Indonesia	-0.8614530999999999	134.06204209999999
Maros	Indonesia	-5.0549145	119.69626770000002
Melaya, Bali	Indonesia	-8.2300842	114.54802269999999
Nagakeo	Indonesia	-8.6753545	121.3084088
Ngada	Indonesia	-8.7430424	120.9876321
Palangkaraya	Indonesia	-2.2161048	113.913977
Pandeglang	Indonesia	-6.748270599999999	105.68817879999999
Pejarakan - Singaraja	Indonesia	-8.1571477	114.58365800000001
Pekalongan	Indonesia	-6.8898362	109.6745916
Pontianak	Indonesia	-0.0263303	109.34250390000001
Purwokerto	Indonesia	-7.424278200000001	109.2396366
Rembang	Indonesia	-6.8082115000000005	111.42758880000001
Ruteng Borong	Indonesia	-8.641958500000001	120.55906909999999
Ruteng, Flores	Indonesia	-8.614365000000001	120.466499
Sabu Raijua	Indonesia	-10.554111599999999	121.8334868
Semarang	Indonesia	-7.0051453	110.43812539999999
Sentani	Indonesia	-2.569886	140.50321
Serang	Indonesia	-6.1103660999999985	106.16397490000001
Sidoarjo	Indonesia	-7.4726133999999975	112.6675398
Simeulue	Indonesia	2.6439724	96.0255738
Situbondo	Indonesia	-7.7888522	114.19149509999998
Sleman	Indonesia	-7.732521299999998	110.402376
Soe	Indonesia	-9.859637300000001	124.2754988
Solo	Indonesia	-7.575488699999998	110.82432720000001
Sukabumi	Indonesia	-6.927736099999999	106.92995790000002
Sukawati, Bali	Indonesia	-8.5955412	115.2719048
Sumbawa Besar	Indonesia	-8.504043	117.428497
Sumedang	Indonesia	-6.832858	107.95318359999999
Surabaya	Indonesia	-7.2574719	112.7520883
Tangerang	Indonesia	-6.2023936	106.65270990000002
Tangerang Selatan	Indonesia	-6.2835218	106.7112933
Tasikmalaya	Indonesia	-7.350580799999999	108.2171633
Waingapu, Sumba	Indonesia	-9.7386858	120.182022
Yogyakarta	Indonesia	-7.7955798	110.3694896
	Iraq	33.223191	43.679291
	Israel	31.046051000000002	34.851612
Abu Sanaan	Israel	32.95803	35.171969
Abu Tur, Jerusalem	Israel	31.764109	35.23205
Akko	Israel	32.933052	35.082678
Araara	Israel	32.496323	35.097291999999996
Ashdod	Israel	31.804381	34.655314000000004
Bab AlZahra, Jerusalem	Israel	31.787521999999996	35.232704999999996
Beer Sheva	Israel	31.252972999999997	34.791462
Beit Hanina, Jerusalem	Israel	31.830131	35.225204999999995
Beit Shean	Israel	32.497103	35.497336
Beit Shemesh	Israel	31.747040999999996	34.988099
Central	Israel	31.9521108	34.906551
Central Israel	Israel	31.9521108	34.906551
Daliyat HaCarmel	Israel	32.693796	35.055446999999994
Dir alAsaad	Israel	32.93445	35.268394
Fureidis	Israel	32.597351	34.951899
Gadera	Israel	31.812301399999996	34.77701920000001
Gadida-Mahar	Israel	-999.0	-999.0
Gush Halav	Israel	33.021266	35.447949
Hadera	Israel	32.4340458	34.9196518
Haifa	Israel	32.7940463	34.989571000000005
Holon	Israel	32.015833	34.787384
Isawiya, Jerusalem	Israel	31.797228000000004	35.246173999999996
Jabel Mukaber, Jerusalem	Israel	31.754196000000004	35.239927
Jaffa	Israel	32.049357	34.758355
Jerusalem	Israel	31.768319	35.21371
Jerusalem & surrounding area	Israel	31.768319	35.21371
Katzrin	Israel	32.990998	35.689865000000005
Kfar Kanaa	Israel	32.7481978	35.3438402
Kfar Kara	Israel	32.505518	35.054251
Kfar Kassem	Israel	32.114093	34.972767
Kfar Manda	Israel	32.81236	35.258613000000004
Kfar Salem	Israel	32.0515996	34.8056166
Kfar Vradim	Israel	32.995088	35.269101
Kfar Yasif	Israel	32.9520318	35.1599957
Kiryat Gat	Israel	31.611147999999996	34.768459
Lod	Israel	31.951014	34.888075
Majed Alchram	Israel	-999.0	-999.0
Mount of Olives, Jerusalem	Israel	31.777931699999996	35.245698299999994
Musmus	Israel	32.545683600000004	35.155975399999996
Nazereth	Israel	32.699635	35.303546000000004
Negev	Israel	30.714086100000003	34.875747600000004
Netanya	Israel	32.321458	34.853196000000004
Ras Al Amud, South East Jerusalem	Israel	31.771365999999997	35.24369799999999
Rehovot	Israel	31.892773	34.811271999999995
Reineh	Israel	32.719924	35.317654
Rosh Hayin	Israel	32.095838	34.952177
Sachnin	Israel	32.864167	35.294546999999994
Safed	Israel	32.964648	35.495996999999996
Shaab	Israel	32.88967	35.238764
Shfaram	Israel	32.80576500000001	35.169971000000004
Silwan, Jerusalem	Israel	31.770128000000003	35.236067999999996
Sur Baher, Jerusalem	Israel	31.73865	35.232517
Taibe	Israel	32.266892	35.009675
Tamra	Israel	32.852247	35.201315
Teibe	Israel	31.166929	34.820923
Tel Aviv	Israel	32.0852999	34.78176759999999
Tira	Israel	32.235465999999995	34.950506
Tzur Itzack	Israel	32.241478	34.997997999999995
Umm Tuba, Jerusalem	Israel	31.730808000000003	35.23235
shuafat, Jerusalem	Israel	31.813873200000003	35.234385700000004
	Jordan	30.585164000000002	36.238414
Ajloun	Jordan	32.3325599	35.751742
Al Huson - Irbid	Jordan	32.4843732	35.8798929
Aqaba	Jordan	29.5320522	35.0063209
Bani Kenanah-Irbid	Jordan	32.6369257	35.820854600000004
Baqaa	Jordan	32.5719195	35.874083399999996
Dair Alla	Jordan	32.1875382	35.621702299999995
Hashmi	Jordan	32.55687	35.8519171
Hashmiya	Jordan	31.970158899999998	35.9589407
Irbid	Jordan	32.556955699999996	35.8479094
Jabal Alhussein	Jordan	31.9674446	35.9177805
Jarash	Jordan	32.274651500000004	35.8960765
Karak	Jordan	31.185349699999996	35.70477329999999
Maan	Jordan	30.192663699999997	35.7249409
Madaba	Jordan	31.7193405	35.793243200000006
Mafraq	Jordan	32.341673	36.2020028
Marj Al Hamam-Amman	Jordan	31.902875599999998	35.846382
Marka	Jordan	31.977766600000002	35.9801855
Moutah	Jordan	31.092517100000002	35.6963196
Ramtha	Jordan	32.560922600000005	36.0086971
Rsaifeh	Jordan	32.016941100000004	36.0494112
Sakhra/ Jordan	Jordan	32.36390400000001	35.8342836
Salheye	Jordan	-999.0	-999.0
Salt	Jordan	32.0366011	35.728839799999996
Southern Ghour	Jordan	31.2901783	35.53708220000001
Swaileh-Amman	Jordan	32.021888	35.843936799999994
Tafila	Jordan	30.833806300000003	35.616051299999995
Wadi Mousa	Jordan	30.321635399999998	35.48012500000001
West Irbid	Jordan	32.556955699999996	35.8479094
Wihdat	Jordan	31.932308000000003	35.936904299999995
Zarqa	Jordan	32.0608187	36.094179499999996
wehdat	Jordan	31.932308000000003	35.936904299999995
zarqaa	Jordan	32.0608187	36.094179499999996
	Kenya	-0.023559	37.906193
AHERO	Kenya	-0.1744386	34.9203383
AWASI	Kenya	-0.1616445	35.073226500000004
Aldina, Jomvu	Kenya	-3.9963167	39.614208500000004
Aldina,Jomvu	Kenya	-3.9963167	39.614208500000004
Aldina,Jomvu Kenya	Kenya	-3.9963167	39.614208500000004
Athi river	Kenya	-1.4577245	36.9785033
Awendo	Kenya	-0.9017152	34.5334534
Baba Dogo	Kenya	-1.2456718999999998	36.8815276
Babadogo;Nairobi	Kenya	-1.2456718999999998	36.8815276
Bakarani, Mombasa	Kenya	-4.016053100000001	39.6968958
Balozi, Nairobi	Kenya	-1.2251983999999998	36.831736600000006
Bamba Kilifi	Kenya	-3.5423087	39.522654700000004
Bamburi, Mombasa	Kenya	-3.9966585	39.7188737
Barsheba, Mombasa	Kenya	-4.026057700000001	39.6870381
Barwesa Baringo County	Kenya	0.7166669999999999	35.733333
Bissil;Kajiado	Kenya	-2.0939511000000004	36.78733649999999
Bombolulu-Kisimani, Mombasa	Kenya	-4.0262369	39.69717380000001
Bomet	Kenya	-0.7855612	35.3391395
Bomet ;Narok	Kenya	-0.7777854000000001	35.3356518
Bondeni estate-kakamega	Kenya	-999.0	-999.0
Bondo	Kenya	-0.10033710000000001	34.275498799999994
Boyani	Kenya	-1.3612678	36.7454779
Bulo Kisimani Mombasa	Kenya	-999.0	-999.0
Bungoma	Kenya	0.5695252	34.5583766
Bungoma South	Kenya	0.8478836999999999	34.7020114
Busia	Kenya	0.4607691	34.111462100000004
Butere	Kenya	0.21981550000000002	34.491898799999994
Buxton Mombasa	Kenya	-4.0524055	39.6956699
CHEPSIGOT	Kenya	0.5347925	35.5597273
Cambodia,Changamwe Mombasa	Kenya	-999.0	-999.0
Central Maragoli Kakamega	Kenya	-999.0	-999.0
Chaani, Mombasa	Kenya	-4.0342822	39.626005799999994
Chamunyu, Mombasa	Kenya	-999.0	-999.0
Changamka	Kenya	-999.0	-999.0
Changamwe	Kenya	-4.0162795	39.6234241
Changamwe, Mombasa	Kenya	-4.0162795	39.6234241
Chasimba	Kenya	-3.7316163	39.7016126
Chepkumia Kakamega	Kenya	-999.0	-999.0
Chepsonoi	Kenya	0.2012339	35.096435299999996
Chuka	Kenya	-0.322865	37.654627399999995
Chwele	Kenya	0.7358836	34.5777565
Concodia, Mombasa	Kenya	-3.9962896	39.684565500000005
Dagoretti	Kenya	-1.2751223	36.713918799999995
Dandora Nairobi	Kenya	-1.249197	36.9030401
Dida	Kenya	-3.433333	39.8
ELDAMA RAVINE	Kenya	0.053037	35.729768
East Nairob	Kenya	-1.2920658999999999	36.821946200000006
East Nairobi	Kenya	-1.2920658999999999	36.821946200000006
Eastland	Kenya	-1.298324	36.787776
Eastlands	Kenya	-1.2940805	36.86015510000001
Eastleigh, Nairobi	Kenya	-1.2731795	36.860008799999996
Eldoret	Kenya	0.5142774999999999	35.2697802
Elimu na Maarifa	Kenya	-999.0	-999.0
Emali	Kenya	-2.079689	37.4731352
Embu	Kenya	-0.5388381	37.4596409
Embu-town	Kenya	-0.5388381	37.4596409
Engineer	Kenya	-0.6063765	36.5763184
Furunzi;Malindi	Kenya	-999.0	-999.0
Ganze	Kenya	-3.5991769999999996	39.832899700000006
Gatitu	Kenya	-0.4605246	36.998425700000006
Gatundu	Kenya	-1.0130645	36.9050566
Giathaini	Kenya	-999.0	-999.0
Githiga	Kenya	-1.086992	36.73083099999999
Githunguri	Kenya	-1.0586336	36.777910799999994
Githurai	Kenya	-1.2064151	36.913794
Githurai, Nairobi	Kenya	-1.2064151	36.913794
Gumbato	Kenya	-999.0	-999.0
Homa Bay	Kenya	-0.5350427	34.4530968
Homabay	Kenya	-0.5350427	34.4530968
Homeage	Kenya	-999.0	-999.0
Homebay	Kenya	-999.0	-999.0
Huruma	Kenya	-1.2564898000000002	36.872113899999995
Huruma, Ngei II	Kenya	-1.2594283000000002	36.8666501
Ikinu	Kenya	-1.099779	36.795763
Ilesi kakamega	Kenya	0.2106453	34.7698666
Ingotse Kakamega	Kenya	0.3527338	34.6984099
Iriani	Kenya	0.0176159	37.9587024
Isinet	Kenya	39.6841593	-75.7405287
Isiolo	Kenya	0.355636	37.5833061
Iten	Kenya	0.6732353999999999	35.5083136
Jaribuni	Kenya	-3.6216672999999995	39.7433571
Jitoni, Mombasa	Kenya	-999.0	-999.0
Jomvu, Mombasa	Kenya	-4.051333799999999	39.6667124
Juhudi	Kenya	-1.2934421	36.7916282
Juja	Kenya	-1.1018223999999999	37.0144027
K'oyango , Kisumu	Kenya	-0.0954222	34.784149799999994
KABARNET	Kenya	0.49010699999999996	35.743418
KABISAGA KAPSABET	Kenya	-999.0	-999.0
KAMALIL, NANDI	Kenya	-999.0	-999.0
KAMELIL, NANDI	Kenya	0.017655200000000003	35.388819500000004
KAPLONG	Kenya	-0.6539465999999999	35.1800083
KAPYAGAN CHEMUNDU, KAPSABET	Kenya	-999.0	-999.0
KYAMBEKE	Kenya	-1.8495022	37.42144040000001
Kabaa-Matuu	Kenya	-999.0	-999.0
Kabartonjo, Baringo county	Kenya	0.6331728	35.79663070000001
Kabimoi, Eldama Ravine	Kenya	-999.0	-999.0
Kagujo	Kenya	-0.4765097	37.2363434
Kakamega	Kenya	0.2827307	34.7518631
Kakamega North	Kenya	0.2836608	34.751462599999996
Kalile ;Tala	Kenya	-999.0	-999.0
Kaloleni	Kenya	-3.8148404	39.6285874
Kamato	Kenya	-0.6392979	34.3398845
Kamkunji, Majengo.	Kenya	-1.2847801	36.833774299999995
Kamkunji, Nairobi.	Kenya	-1.2847801	36.833774299999995
Kamukuywa	Kenya	0.7781043999999999	34.7892687
Kamulu	Kenya	-1.2836684999999999	37.0885098
Kangemi	Kenya	-1.269275	36.744237700000006
Kangemi, Nairobi	Kenya	-1.269275	36.744237700000006
Kangemi,Nairobi	Kenya	-1.269275	36.744237700000006
Kangundo	Kenya	-1.3055671	37.345321500000004
Kapcherop	Kenya	1.015635	35.2715152
Kapsabet	Kenya	0.202957	35.0978385
Kapsaos, Kapsabet	Kenya	-999.0	-999.0
Kapsowar	Kenya	0.948567	35.5084609
Kaptumo, Kapsabet	Kenya	-999.0	-999.0
Kapture, Kapsabet	Kenya	-999.0	-999.0
Karatina	Kenya	-0.4831579999999999	37.1273549
Kariobangi South	Kenya	-1.240591	36.88044
Kasarani	Kenya	-1.2280141000000002	36.8949737
Katingani, Emali	Kenya	-999.0	-999.0
Katito	Kenya	-0.2699723000000001	34.9717981
Kauma	Kenya	3.7167637000000004	34.8568982
Kawangware	Kenya	-1.2827447	36.7523206
Kayaba, Nairobi	Kenya	-1.311827	36.85008300000001
Kayole  Nairobi	Kenya	-1.2761617	36.913794
Kenyenya	Kenya	-0.906932	34.7418697
Kericho	Kenya	-0.3688967	35.286286
Keroka	Kenya	-0.7771138000000001	34.9458389
Kerugoya	Kenya	-0.4993281	37.2784835
Kiambariki; Nyandarua	Kenya	-0.4879308	36.6090631
Kiambiu Makadara, Nairobi.	Kenya	-999.0	-999.0
Kiambu	Kenya	-1.1748105	36.8304102
Kibera	Kenya	-1.3133048	36.784643599999995
Kibuye, Kisumu	Kenya	-0.094717	34.7694519
Kibwezi	Kenya	-2.4105236	37.967847000000006
Kiembeni Mombasa	Kenya	-3.9840183999999987	39.7000227
Kikuyu	Kenya	-1.2471951000000001	36.6790986
Kilfi	Kenya	-3.5106508	39.909326899999996
Kilibwoni, Kapsabet	Kenya	-999.0	-999.0
Kilifi	Kenya	-3.5106508	39.909326899999996
Kilifi Township	Kenya	-3.5106508	39.909326899999996
Kimana, Oloitoktok	Kenya	-999.0	-999.0
Kimilili	Kenya	0.7826812999999999	34.720204100000004
Kinarani	Kenya	-1.2280141000000002	36.8949737
Kinoo, Nairobi	Kenya	-1.3056873	36.7777976
Kinungi	Kenya	-1.4548347	36.9755495
Kipasi	Kenya	-0.10543219999999999	34.27109960000001
Kirinyaga	Kenya	-0.5731736999999999	37.325472
Kisauni	Kenya	-4.022619799999999	39.6879333
Kisauni ;Mombasa	Kenya	-4.022619799999999	39.6879333
Kisauni mombasa	Kenya	-4.022619799999999	39.6879333
Kiserian;Nairobi	Kenya	-1.4251869	36.693651200000005
Kishushe	Kenya	-3.281593	38.303082
Kisii	Kenya	-0.677334	34.779603
Kisima Cha Neema	Kenya	-3.630197	39.8548803
Kisumu	Kenya	-0.09170160000000001	34.7679568
Kitale	Kenya	1.019089	35.0023048
Kitengela	Kenya	-1.4752891000000001	36.9620104
Kitengela;Nairobi	Kenya	-1.3263197	36.7853696
Kitiri;Nyandarua South	Kenya	-0.5688228	36.5714586
Kiwa Island	Kenya	-0.7511110999999999	34.03194439999999
Koibatek	Kenya	0.101248	36.0345769
Kojungo Junction-mamboleo	Kenya	-999.0	-999.0
Kombewa	Kenya	-0.10895060000000001	34.5254903
Kondele	Kenya	-0.07861080000000001	34.7768412
Kongowea	Kenya	-4.0406097	39.690512299999995
Kongowea, Mombasa	Kenya	-4.0406097	39.690512299999995
Koyango Manyatta-kisumu	Kenya	-0.0954222	34.784149799999994
Kuria East	Kenya	-1.22079	34.5528387
Kuria west	Kenya	-1.22079	34.5528387
Kwa Njenga, Mukuru, Nairobi.	Kenya	-1.3215039	36.885044799999996
Kwa Reuben, Nairobi.	Kenya	-1.31932	36.88690640000001
Laikipia	Kenya	0.3969873	37.158776
Lamu	Kenya	-2.2695575	40.9006408
Lango Baya	Kenya	-3.1429424999999998	39.7797708
Lelan	Kenya	1.2833333	35.45
Lengo	Kenya	-1.2871213	36.8274915
Likoni	Kenya	-4.0929017	39.6614446
Likoni, Mombasa	Kenya	-4.0929017	39.6614446
Limuru	Kenya	-1.1069305	36.6431267
Litein	Kenya	-0.5826239999999999	35.1901151
Lodwar	Kenya	3.1155165	35.6040785
Luanda	Kenya	0.0240007	34.5874448
Luanda;Vihiga	Kenya	0.0240007	34.5874448
Lucky Rhino	Kenya	-999.0	-999.0
Lugari	Kenya	0.6511579000000001	34.876211100000006
Lunga Lunga	Kenya	-4.553490900000001	39.1283506
Lungalunga	Kenya	-4.553490900000001	39.1283506
MARIGAT	Kenya	0.4694721000000001	35.98327430000001
MOGOTIO	Kenya	-0.020765799999999997	35.9560546
MUTWOT, KAPSABET	Kenya	-999.0	-999.0
Mabambani	Kenya	-999.0	-999.0
Machakos	Kenya	-1.5176836999999999	37.2634146
Magodi	Kenya	-4.4167819999999995	39.3728355
Magogoni, Mombasa	Kenya	-4.0282456	39.6768846
Magongo, Mombasa	Kenya	-4.0192735	39.6162891
Magunga	Kenya	-0.6893437	34.1518039
Maili Saba;Kitale	Kenya	0.9543395999999998	35.0642812
Majaoni, Mombasa	Kenya	-3.9587207	39.7200896
Majengo	Kenya	-1.2860893999999998	36.8425202
Majengo Kakamega	Kenya	0.6483565	34.9990552
Majengo Mapya, Mombasa	Kenya	-4.0875822	39.666134
Majengo mapya	Kenya	-4.0875822	39.666134
Majoreni, Lunga Lunga	Kenya	-999.0	-999.0
Makadara	Kenya	-1.2952979	36.872113899999995
Makadara, Nairobi.	Kenya	-1.2959767	36.87213260000001
Makueni	Kenya	-1.7864953000000001	37.63110710000001
Makunga Kakamega	Kenya	0.2964029	34.6187876
Malaa	Kenya	-1.2773955	37.138599600000006
Malava	Kenya	0.44504309999999997	34.854138899999995
Mangwei	Kenya	-999.0	-999.0
Manyatta Kisumu	Kenya	-0.0862849	34.782364799999996
Manyatta,Kisumu	Kenya	-0.0862849	34.782364799999996
Mariakani	Kenya	-3.8634574	39.4737607
Mariakani, Kaloleni	Kenya	-3.8173303	39.62601009999999
Mariani	Kenya	-0.323716	37.704929
Marikiti, Mombasa	Kenya	-4.0402862	39.683097499999995
Masavoni	Kenya	-999.0	-999.0
Matete	Kenya	0.5382528	34.790732
Matete-	Kenya	0.5382528	34.790732
Mathare	Kenya	-1.2617158000000002	36.8492471
Mathare North Area 4	Kenya	-1.2558992	36.8652685
Mathare, Nairobi.	Kenya	-1.2617158000000002	36.8492471
Matuu	Kenya	-1.1407002	37.548123600000004
Maua	Kenya	0.23255479999999998	37.9413748
Mavueni	Kenya	-3.67801	39.7990033
Maweni;Malindi	Kenya	-3.2239226000000003	40.1241952
Maweni;Mombasa	Kenya	-4.037548600000001	39.6944655
Mazeras; Mariakani	Kenya	-3.9607224999999997	39.5473899
Meru	Kenya	0.0514721	37.6456042
Migori	Kenya	-1.0706976000000001	34.475271500000005
Migosi, Kisumu	Kenya	-0.08004589999999999	34.7816743
Mikindani, Mombasa	Kenya	-4.007916199999999	39.6285874
Mikinduri	Kenya	0.11991510000000001	37.837964500000005
Miknjuni, Miritini	Kenya	-4.0016017	39.59951160000001
Mikoroshoni, Mombasa	Kenya	-3.9691463	39.7290704
Miritini, Mombasa	Kenya	-4.001638	39.5976015
Mirogi	Kenya	-0.7089641	34.3962487
Mishomuhoroni Mombasa	Kenya	-4.0190339	39.6834138
Misyani-Tala	Kenya	-999.0	-999.0
Mkilo Men	Kenya	-999.0	-999.0
Mkongani	Kenya	-4.332150700000001	39.2343771
Mkwajuni	Kenya	-3.6309199999999997	39.85301
Mmbale	Kenya	-1.2885336	36.856373
Mogadishu, Somalia	Kenya	2.0141966	45.3082529
Moi's Bridge	Kenya	0.8766985999999999	35.1200016
Molo	Kenya	-0.24883579999999997	35.7323709
Mombasa	Kenya	-4.0434771000000005	39.668206500000004
Mombassa	Kenya	-4.0434771000000005	39.668206500000004
Mpeketoni, Lamu	Kenya	-2.3904853	40.696842600000004
Mrima wa Ndege	Kenya	-3.3619746	39.5617547
Msambweni	Kenya	-4.4652898	39.481266
Mtito Andei , kibwezi	Kenya	-999.0	-999.0
Mtongwe Life A	Kenya	-999.0	-999.0
Mtongwe, Mombasa	Kenya	-4.0917613	39.6440744
Mtopanga; Mombasa	Kenya	-4.0	39.7
Mtsara wa Tsatsu	Kenya	-999.0	-999.0
Muhoroni	Kenya	-0.15660929999999998	35.1983598
Muhuru	Kenya	-0.9988358	34.09615529999999
Mukuru (Nairobi)	Kenya	-1.3112948999999998	36.845211
Mumias	Kenya	0.3332218	34.487742299999994
Murang'a	Kenya	-0.7957042999999999	37.13220220000001
Muranga	Kenya	-0.7957042999999999	37.13220220000001
Murhanda-Kakamega	Kenya	0.26436750000000003	34.7945401
Muthurwa, Nairobi	Kenya	-1.2864993	36.8327782
Mwahera	Kenya	-3.3003696000000002	39.7042988
Mwambalazi	Kenya	-4.4706366	39.320508200000006
Mwamlai Jomvu, Mombasa	Kenya	-999.0	-999.0
Mwamlai Mombasa	Kenya	-4.0351527	39.66484620000001
Mwamlai, Chaani Kenya	Kenya	-4.0351527	39.66484620000001
Mwamlai, Mombasa	Kenya	-4.0351527	39.66484620000001
Mwanamwinga	Kenya	-999.0	-999.0
Mwandoni, Mombasa	Kenya	-3.983333	39.633333
Mwapala	Kenya	-1.3519815	37.4502563
Mwea	Kenya	-0.8233975	37.6173695
Mwembe Tayari, Mombasa	Kenya	-4.056721	39.666064399999996
Mwembelegeza,Bamburi Mombasa	Kenya	-4.0022496	39.707903
Mwiki	Kenya	-1.225602	36.924546299999996
Mwingi	Kenya	-0.937411	38.0605006
NDHIWA	Kenya	-0.7298697	34.3671172
Naikarra	Kenya	-1.6016281	35.666137899999995
Nairobi	Kenya	-1.2920658999999999	36.821946200000006
Nairobi Central	Kenya	-1.2815735000000001	36.8223358
Nairobi West	Kenya	-1.3224253000000001	36.819644200000006
Naivasha	Kenya	-0.7171778	36.4310251
Nakuru	Kenya	-0.3030988	36.080026000000004
Nakuru East	Kenya	-0.29135279999999997	36.1273805
Nakuru West	Kenya	-0.3030988	36.080026000000004
Namalakazi,Aldina Mombasa	Kenya	-999.0	-999.0
Nambale	Kenya	0.44925329999999997	34.2518849
Nandarasi;Nyandarua	Kenya	-0.5299577000000001	36.570378999999996
Nandi Hills	Kenya	0.1030731	35.176372
Nanyuki	Kenya	0.0074414999999999985	37.072230299999994
Narok	Kenya	-1.0875428	35.87706420000001
Ndaragwa	Kenya	-0.0581284	36.531071000000004
Ndigiria	Kenya	-3.3572704	39.5228648
Ndunyu Njeru	Kenya	-0.5449803999999999	36.5621393
Ngalaiya;Tala	Kenya	-999.0	-999.0
Ngara	Kenya	-1.2746653000000001	36.8290646
Ngerenya	Kenya	-3.5101736000000003	39.861652
Ngong	Kenya	-1.3562118	36.6687545
Nguluni;Tala	Kenya	-1.2839770000000001	37.276253999999994
Njabini	Kenya	-0.7275516	36.65391839999999
Nkoilale	Kenya	-1.4607658000000001	35.386705400000004
Nkubu	Kenya	-0.0646591	37.667929
North Butsotso-kakamega	Kenya	0.3517538	34.6980917
Nunguni	Kenya	-1.7929201000000001	37.36355379999999
Nyahururu	Kenya	0.0351644	36.3642919
Nyalenda;Kisumu	Kenya	-0.1266702	34.7575059
Nyamira	Kenya	-0.5664023	34.9329747
Nyandarua	Kenya	-0.39941040000000005	36.4895161
Nyandarua South	Kenya	-0.39941040000000005	36.4895161
Nyanza	Kenya	-1.2849963	36.8272273
Nyeri	Kenya	-0.43709899999999996	36.9580104
Oasis	Kenya	-1.2948304	36.7962461
Obunga;Kisumu	Kenya	-0.07957729999999999	34.769936200000004
Ogonga	Kenya	-0.0925556	34.2586682
Ogongo	Kenya	0.0152053	34.2736325
Ojawa	Kenya	-0.2283185	34.300842100000004
Old town Mombasa	Kenya	-4.0581134	39.6756818
Santo Domingo de la Capilla - Cutervo - Cajamarca	Peru	-6.3	-78.86666699999998
Santo Tomás - Cutervo - Cajamarca	Peru	-6.1531265999999984	-78.685964
Santo Tomás-San José de Lourdes	Peru	-12.1600454	-76.9638193
Saqa - Chiclayo - Lambayeque	Peru	-6.777337200000001	-79.8322156
Satipo	Peru	-11.2555478	-74.63943309999998
Sayan	Peru	-11.1374632	-77.19739969999998
Saylla - Cusco - Cusco	Peru	-13.5300902	-71.95429349999998
Sayllapata - Colquepata - Paucartambo	Peru	-999.0	-999.0
Saña - Chiclayo - Lambayeque	Peru	-6.90821	-79.57720079999999
Sector Acorcona/Distrito de Vilcabamba	Peru	-999.0	-999.0
Sector san pablo/distrito de la convencion	Peru	-999.0	-999.0
Segundia	Peru	-12.0511071	-77.13637829999998
Señor de los Milagros-San Ignacio	Peru	-12.107600300000001	-76.96992279999998
Shumbana-Santa Rosa	Peru	-999.0	-999.0
Siango-Huancabamba	Peru	-999.0	-999.0
Sicuani-canas	Peru	-14.2713299	-71.2220832
Sillacancha - Calca - Cusco	Peru	-999.0	-999.0
